vertex1, vertex2, weight
4976, 5868, 2
2297, 2672, 2
4542, 5411, 2
2438, 5973, 2
1734, 5467, 2
831, 1602, 2
1818, 5484, 2
3984, 3985, 2
2650, 3139, 2
4427, 4673, 2
1011, 1622, 2
875, 4465, 2
895, 4661, 2
880, 6168, 2
6066, 6224, 2
154, 4400, 2
188, 3207, 2
3173, 4090, 2
875, 5770, 2
251, 1177, 2
1837, 4381, 2
3066, 4665, 2
39, 2089, 2
3994, 5686, 2
1289, 1366, 2
5477, 5613, 2
757, 4704, 2
3272, 6424, 2
1908, 6206, 2
5297, 5706, 2
188, 1764, 2
251, 5467, 2
3024, 4228, 2
1702, 3359, 2
3644, 4003, 2
522, 1403, 2
514, 5516, 2
2031, 6166, 2
1043, 5255, 2
2123, 3587, 2
2369, 3340, 2
6148, 6452, 2
2587, 3868, 2
2457, 6116, 2
3302, 4532, 2
3958, 4944, 2
2807, 5321, 2
638, 5516, 2
1399, 4860, 2
2374, 5583, 2
751, 3336, 2
1196, 2506, 2
1165, 3601, 2
422, 2658, 2
403, 3606, 2
1077, 2650, 2
1878, 6372, 2
831, 2272, 2
154, 2842, 2
3794, 4155, 2
4423, 5458, 2
1285, 4192, 2
3329, 4576, 2
5375, 6291, 2
1399, 2819, 2
2184, 2931, 2
3407, 5543, 2
1062, 3025, 2
5506, 6148, 2
955, 3208, 2
5716, 6353, 2
859, 4899, 2
1177, 4759, 2
3211, 6443, 2
1347, 4087, 2
1161, 2666, 2
4898, 6166, 2
1149, 2083, 2
830, 5065, 2
1885, 6392, 2
545, 650, 2
2959, 3868, 2
2407, 6306, 2
2658, 4603, 2
56, 4650, 2
2342, 3248, 2
900, 1682, 2
884, 5313, 2
337, 3319, 2
4274, 5599, 2
2399, 2983, 2
4080, 6003, 2
3035, 4589, 2
2585, 5563, 2
2684, 5127, 2
1289, 3181, 2
10, 5477, 2
5474, 5954, 2
4504, 4647, 2
522, 2629, 2
1412, 4501, 2
1165, 2091, 2
16, 1805, 2
3410, 5033, 2
1484, 5874, 2
187, 2584, 2
2728, 5999, 2
4839, 5262, 2
3520, 6313, 2
4110, 5358, 2
602, 5294, 2
2120, 6434, 2
678, 4358, 2
649, 1653, 2
337, 3012, 2
1469, 5806, 2
4274, 5834, 2
4147, 5736, 2
108, 5197, 2
472, 5516, 2
1165, 6249, 2
2419, 5482, 2
2506, 3071, 2
1204, 5204, 2
4252, 5775, 2
2458, 5426, 2
2629, 2664, 2
475, 4334, 2
991, 5294, 2
154, 5506, 2
2706, 4685, 2
340, 2760, 2
3530, 4619, 2
1991, 5173, 2
2083, 2441, 2
3233, 3949, 2
233, 260, 2
1891, 2052, 2
2503, 5431, 2
5046, 5616, 2
3994, 4127, 2
2582, 4650, 2
3135, 5749, 2
5524, 6279, 2
3509, 6114, 2
1429, 2557, 2
884, 2693, 2
1285, 5978, 2
649, 5444, 2
1689, 6313, 2
1177, 2557, 2
3135, 4125, 2
1937, 3239, 2
3205, 5053, 2
596, 710, 2
1188, 3454, 2
2666, 4834, 2
1177, 5388, 2
1350, 4726, 2
284, 1702, 2
5705, 6051, 2
2052, 3758, 2
1709, 2603, 2
1162, 3372, 2
1464, 4366, 2
5846, 5863, 2
2728, 4301, 2
59, 5640, 2
3760, 4832, 2
516, 1602, 2
3889, 4665, 2
816, 5358, 2
2302, 4935, 2
638, 5165, 2
2096, 2721, 2
4912, 5308, 2
850, 3448, 2
243, 2500, 2
4868, 6295, 2
3994, 5412, 2
1160, 2650, 2
764, 5525, 2
646, 5525, 2
2297, 2865, 2
5243, 5352, 2
3624, 3885, 2
1959, 3750, 2
193, 3836, 2
3628, 6306, 2
4486, 5680, 2
4727, 6313, 2
1206, 3525, 2
642, 1628, 2
348, 688, 2
4746, 4908, 2
1490, 2557, 2
3889, 4767, 2
5073, 5518, 2
1165, 1602, 2
859, 2878, 2
28, 1099, 2
1739, 3959, 2
3180, 6381, 2
2548, 6193, 2
4000, 4860, 2
4009, 6148, 2
3080, 5692, 2
154, 941, 2
876, 2966, 2
1689, 2557, 2
4315, 4905, 2
5378, 6313, 2
881, 6208, 2
2603, 6010, 2
2664, 5391, 2
1096, 4759, 2
5033, 5775, 2
3363, 5726, 2
1745, 6166, 2
1571, 2423, 2
2664, 6213, 2
188, 1488, 2
2503, 4188, 2
731, 3959, 2
2991, 3982, 2
2529, 5046, 2
5169, 6072, 2
1587, 2041, 2
116, 1657, 2
1892, 6095, 2
713, 2742, 2
1733, 5554, 2
1892, 5574, 2
3705, 4754, 2
2801, 5600, 2
5146, 5165, 2
155, 392, 2
155, 3950, 2
3236, 4648, 2
5416, 5841, 2
1265, 2904, 2
2913, 5525, 2
458, 1084, 2
616, 6376, 2
2040, 3597, 2
328, 5467, 2
154, 5682, 2
5615, 5999, 2
401, 837, 2
183, 2123, 2
3619, 5716, 2
84, 3360, 2
1966, 2959, 2
3717, 5309, 2
4011, 5716, 2
2397, 4899, 2
899, 1197, 2
4341, 6220, 2
881, 2548, 2
361, 1721, 2
181, 846, 2
533, 2549, 2
3837, 4261, 2
1045, 2476, 2
1084, 4069, 2
1722, 1816, 2
3066, 4378, 2
3148, 5768, 2
875, 2885, 2
3994, 4811, 2
362, 4525, 2
2971, 3359, 2
1762, 5509, 2
3757, 5973, 2
2971, 4417, 2
1412, 2031, 2
1188, 1892, 2
867, 6249, 2
1622, 5387, 2
3373, 6051, 2
1991, 4210, 2
2804, 3004, 2
4395, 4888, 2
4726, 5873, 2
991, 3609, 2
1445, 3757, 2
570, 2506, 2
1062, 2959, 2
3890, 4455, 2
132, 4031, 2
1197, 5099, 2
2863, 5214, 2
1908, 6219, 2
4441, 5259, 2
2605, 3410, 2
1224, 1622, 2
3390, 4228, 2
1527, 2666, 2
3612, 3912, 2
970, 2493, 2
827, 2742, 2
4606, 5814, 2
2028, 6066, 2
910, 5760, 2
2156, 3950, 2
5525, 5583, 2
2397, 5920, 2
2582, 3950, 2
4289, 4777, 2
3250, 4247, 2
4454, 5575, 2
2572, 6418, 2
1805, 5106, 2
3805, 5880, 2
1288, 4898, 2
2892, 6227, 2
1177, 2238, 2
71, 6264, 2
975, 3750, 2
2666, 3918, 2
4904, 5725, 2
859, 2267, 2
2588, 5497, 2
2088, 6380, 2
4647, 5388, 2
875, 4762, 2
824, 1827, 2
500, 4955, 2
3456, 6173, 2
3396, 3805, 2
3622, 5576, 2
1876, 3296, 2
2999, 5294, 2
4741, 6306, 2
1964, 5306, 2
1425, 5013, 2
1360, 4889, 2
1551, 5583, 2
1118, 5776, 2
2040, 2971, 2
850, 4452, 2
1633, 4832, 2
173, 4214, 2
514, 2045, 2
2921, 5307, 2
4088, 6278, 2
2069, 5535, 2
2509, 6166, 2
1486, 1634, 2
1319, 5705, 2
5535, 5874, 2
672, 2276, 2
3246, 5762, 2
710, 4720, 2
185, 5942, 2
5354, 5634, 2
2316, 5485, 2
1350, 1365, 2
944, 4229, 2
1369, 5960, 2
3491, 6148, 2
536, 4754, 2
735, 4044, 2
251, 6148, 2
3986, 4811, 2
5329, 5732, 2
2667, 5308, 2
3120, 3155, 2
3149, 3360, 2
3609, 6033, 2
6196, 6300, 2
634, 1610, 2
262, 2664, 2
5504, 5908, 2
337, 4702, 2
2552, 3302, 2
5370, 5485, 2
2279, 5737, 2
245, 1974, 2
4477, 4875, 2
1451, 1991, 2
481, 5266, 2
545, 4252, 2
16, 3025, 2
1309, 3620, 2
875, 3492, 2
1023, 4088, 2
1127, 3894, 2
3173, 6148, 2
5164, 6216, 2
1231, 5306, 2
720, 2664, 2
4228, 5297, 2
155, 1191, 2
806, 6306, 2
1196, 3347, 2
5465, 6148, 2
5182, 5268, 2
4090, 4747, 2
709, 3495, 2
406, 4261, 2
814, 1805, 2
3751, 6140, 2
2044, 6116, 2
2664, 3691, 2
1299, 4804, 2
3914, 5088, 2
1297, 5535, 2
1551, 3055, 2
5660, 6280, 2
3950, 4599, 2
4966, 5643, 2
514, 5046, 2
1258, 1397, 2
314, 795, 2
1289, 4527, 2
361, 3984, 2
2847, 6166, 2
1594, 3294, 2
837, 1299, 2
3618, 5046, 2
367, 3066, 2
619, 4240, 2
1908, 5548, 2
3635, 6289, 2
2664, 2910, 2
2825, 4246, 2
2971, 4925, 2
5073, 6313, 2
1464, 5467, 2
1265, 2273, 2
3511, 3875, 2
3918, 6090, 2
339, 5795, 2
859, 6202, 2
3779, 5399, 2
1225, 1959, 2
43, 6084, 2
1892, 3245, 2
2960, 4714, 2
522, 5946, 2
1082, 6306, 2
4881, 5147, 2
500, 5623, 2
2083, 3359, 2
874, 2959, 2
2049, 4805, 2
3794, 4087, 2
1629, 3570, 2
1347, 4966, 2
3950, 4767, 2
131, 2650, 2
2540, 5525, 2
2031, 5979, 2
2583, 3056, 2
3504, 4883, 2
220, 4988, 2
524, 5297, 2
1739, 5931, 2
3054, 5543, 2
2040, 6413, 2
3405, 5716, 2
2088, 4938, 2
2328, 4047, 2
403, 2913, 2
896, 1397, 2
938, 4132, 2
1289, 3379, 2
403, 409, 2
4194, 4898, 2
487, 5978, 2
5021, 5776, 2
3046, 4648, 2
4938, 6025, 2
193, 3868, 2
3208, 3783, 2
1259, 5099, 2
2184, 5999, 2
2016, 2586, 2
5046, 6423, 2
3021, 5400, 2
2031, 4704, 2
1929, 5046, 2
4366, 4507, 2
3964, 5165, 2
4484, 5699, 2
1887, 5310, 2
4599, 5725, 2
500, 2480, 2
424, 2016, 2
3924, 4289, 2
1293, 4261, 2
2959, 4353, 2
1614, 4456, 2
505, 5751, 2
1535, 2438, 2
3031, 5046, 2
403, 4576, 2
154, 994, 2
3, 5387, 2
2040, 3682, 2
1765, 3419, 2
4589, 5830, 2
5471, 6313, 2
2273, 6273, 2
3495, 6367, 2
5600, 5737, 2
108, 5446, 2
1397, 2558, 2
4647, 4726, 2
1882, 4731, 2
3603, 3604, 2
3053, 3733, 2
859, 6160, 2
4759, 5077, 2
1582, 4632, 2
1265, 3023, 2
2641, 2796, 2
4357, 4726, 2
5696, 6013, 2
3413, 4728, 2
1249, 2811, 2
2557, 6037, 2
1467, 2971, 2
854, 4426, 2
3495, 4610, 2
2558, 2880, 2
3245, 6141, 2
543, 1623, 2
1696, 2423, 2
5166, 5311, 2
359, 5306, 2
834, 859, 2
23, 876, 2
864, 5470, 2
2107, 5987, 2
3428, 6347, 2
4334, 4437, 2
1347, 4188, 2
1286, 1718, 2
170, 3917, 2
3296, 4718, 2
5817, 6414, 2
4804, 5696, 2
2083, 5540, 2
831, 2049, 2
1094, 4885, 2
2454, 2664, 2
3864, 6003, 2
172, 972, 2
1547, 3868, 2
154, 5072, 2
4776, 5840, 2
4281, 4647, 2
2764, 2959, 2
3363, 5931, 2
2258, 5914, 2
4477, 4812, 2
3619, 3805, 2
2807, 5958, 2
3641, 4458, 2
3704, 3950, 2
187, 2152, 2
128, 3959, 2
387, 1912, 2
831, 6216, 2
350, 5700, 2
2910, 3950, 2
1221, 5193, 2
2832, 4289, 2
286, 4538, 2
6202, 6306, 2
1504, 3805, 2
899, 2811, 2
2971, 4705, 2
403, 2909, 2
653, 3805, 2
2582, 6048, 2
491, 2800, 2
94, 5978, 2
5540, 6345, 2
3805, 6376, 2
106, 1581, 2
617, 4726, 2
190, 5366, 2
1142, 4395, 2
2672, 5574, 2
970, 1029, 2
2222, 2602, 2
411, 2650, 2
1881, 4171, 2
2650, 4532, 2
629, 3307, 2
5978, 6406, 2
2770, 3636, 2
2028, 3245, 2
4252, 6072, 2
2016, 4604, 2
650, 2120, 2
743, 3240, 2
2691, 3242, 2
1733, 6082, 2
1442, 4440, 2
4395, 4397, 2
4000, 4289, 2
2940, 5088, 2
964, 3499, 2
1249, 4023, 2
2819, 5032, 2
2557, 6416, 2
1231, 4976, 2
602, 3757, 2
2811, 5193, 2
1554, 5388, 2
1118, 1773, 2
1610, 5310, 2
424, 1345, 2
1383, 2449, 2
3035, 3469, 2
4455, 6306, 2
24, 133, 2
3720, 5467, 2
1419, 1587, 2
528, 3716, 2
4441, 5925, 2
3055, 4797, 2
3495, 5808, 2
1276, 5722, 2
731, 2664, 2
3672, 6166, 2
3609, 6351, 2
3530, 3956, 2
133, 4074, 2
2399, 6000, 2
759, 1613, 2
1486, 6140, 2
3470, 4197, 2
1155, 1622, 2
859, 5259, 2
1350, 3995, 2
1347, 4647, 2
1871, 5132, 2
140, 5131, 2
1299, 3425, 2
1369, 4592, 2
5131, 5768, 2
254, 4650, 2
2537, 3249, 2
1879, 4703, 2
1879, 4481, 2
4650, 5587, 2
1587, 5131, 2
1057, 4116, 2
5543, 5552, 2
3624, 6415, 2
1381, 3406, 2
3468, 4045, 2
331, 704, 2
1370, 3691, 2
1045, 2650, 2
3765, 5552, 2
3397, 5485, 2
3359, 4931, 2
66, 2373, 2
3986, 5099, 2
1677, 6275, 2
2148, 4132, 2
4288, 6413, 2
875, 1910, 2
4726, 5131, 2
2399, 4597, 2
464, 2343, 2
132, 3509, 2
2869, 3994, 2
2426, 2693, 2
340, 6351, 2
3914, 5616, 2
2971, 4403, 2
4839, 5002, 2
649, 4045, 2
478, 2959, 2
3836, 6216, 2
251, 1127, 2
3216, 5467, 2
1821, 3406, 2
1718, 4705, 2
332, 2203, 2
602, 4726, 2
907, 4366, 2
343, 1909, 2
4289, 4357, 2
1062, 2692, 2
4603, 5002, 2
1036, 5046, 2
5707, 5965, 2
2273, 3003, 2
4704, 5918, 2
2603, 5979, 2
2836, 4594, 2
1289, 4455, 2
3989, 6311, 2
612, 855, 2
874, 3576, 2
1787, 3724, 2
2449, 4127, 2
3367, 6313, 2
2499, 5317, 2
1852, 4804, 2
1616, 2399, 2
3949, 4665, 2
1127, 2587, 2
2088, 5858, 2
854, 1370, 2
3127, 3822, 2
1632, 2480, 2
1657, 4067, 2
701, 5347, 2
2971, 5960, 2
3329, 4733, 2
3151, 4922, 2
4885, 5255, 2
3003, 5467, 2
2971, 4309, 2
4358, 5234, 2
2386, 2907, 2
187, 251, 2
2273, 3329, 2
559, 3691, 2
2910, 5125, 2
5818, 5958, 2
2369, 2650, 2
1177, 2949, 2
1794, 4696, 2
5030, 5306, 2
520, 4337, 2
2731, 5388, 2
1435, 2588, 2
859, 4673, 2
1959, 3712, 2
3064, 4752, 2
403, 1993, 2
1673, 2121, 2
994, 5840, 2
1298, 2572, 2
1265, 4033, 2
231, 1989, 2
2041, 3208, 2
3015, 5033, 2
5630, 6413, 2
859, 3325, 2
4151, 4704, 2
3419, 5874, 2
501, 5208, 2
1602, 5880, 2
3331, 5925, 2
340, 4440, 2
2666, 5401, 2
920, 1289, 2
522, 4563, 2
1026, 5306, 2
3757, 5814, 2
3235, 3950, 2
2522, 3549, 2
3446, 6196, 2
522, 5385, 2
4488, 6166, 2
478, 4155, 2
1443, 2603, 2
4789, 6084, 2
5763, 6124, 2
5722, 6086, 2
4860, 6273, 2
522, 592, 2
2297, 6208, 2
2919, 6079, 2
2582, 5825, 2
649, 6446, 2
899, 4415, 2
5411, 5972, 2
880, 6235, 2
893, 1762, 2
4293, 5308, 2
2937, 3950, 2
955, 4881, 2
1265, 1369, 2
10, 5089, 2
128, 6297, 2
987, 3808, 2
2577, 3143, 2
783, 4760, 2
1731, 5763, 2
3361, 3749, 2
4839, 5925, 2
4886, 5755, 2
358, 2806, 2
2650, 4462, 2
1794, 4898, 2
3504, 5066, 2
1602, 2706, 2
1288, 2664, 2
1666, 3397, 2
670, 4240, 2
188, 491, 2
2666, 5159, 2
2800, 4207, 2
1225, 1465, 2
2497, 2522, 2
519, 859, 2
4395, 6010, 2
3237, 5078, 2
592, 3757, 2
2958, 3172, 2
2040, 6283, 2
4274, 5547, 2
3097, 4366, 2
1177, 5763, 2
183, 4454, 2
2438, 5007, 2
2016, 5939, 2
385, 2652, 2
1027, 2103, 2
424, 3302, 2
197, 3469, 2
4571, 5678, 2
2901, 6106, 2
1923, 4875, 2
4415, 6102, 2
2842, 5840, 2
1224, 5552, 2
2399, 4309, 2
82, 5021, 2
2484, 4415, 2
2529, 5275, 2
1680, 4428, 2
2449, 5722, 2
2399, 5834, 2
406, 5716, 2
411, 2785, 2
2574, 6337, 2
5498, 5913, 2
874, 875, 2
83, 5206, 2
251, 1719, 2
1289, 2582, 2
5716, 5739, 2
3758, 5467, 2
1264, 5467, 2
1158, 2449, 2
4618, 4726, 2
649, 1012, 2
713, 1818, 2
1809, 5004, 2
2913, 6010, 2
5540, 6108, 2
1062, 6166, 2
4997, 6141, 2
1696, 2799, 2
921, 5306, 2
1892, 4598, 2
3506, 4338, 2
4588, 5795, 2
829, 3547, 2
834, 4599, 2
1602, 1864, 2
885, 1094, 2
3492, 6066, 2
262, 3035, 2
2962, 6216, 2
172, 5623, 2
704, 2664, 2
1003, 1097, 2
3208, 6303, 2
551, 1909, 2
5485, 5758, 2
3055, 5325, 2
4594, 5002, 2
1301, 2799, 2
4087, 4383, 2
2212, 5795, 2
5072, 5775, 2
491, 3736, 2
880, 5144, 2
2959, 5901, 2
2046, 4155, 2
3530, 5978, 2
3023, 3419, 2
111, 5931, 2
2069, 5834, 2
3734, 4106, 2
2235, 4187, 2
3055, 3721, 2
3008, 3338, 2
2124, 4704, 2
5525, 6031, 2
1042, 1989, 2
1197, 5294, 2
807, 3135, 2
361, 5250, 2
6099, 6306, 2
2728, 6359, 2
24, 4726, 2
6275, 6402, 2
3128, 3614, 2
1121, 3624, 2
3545, 3949, 2
491, 4463, 2
8, 1729, 2
1159, 5308, 2
867, 2836, 2
1850, 4871, 2
2593, 5024, 2
3326, 3506, 2
1805, 3989, 2
3606, 5942, 2
528, 4929, 2
1794, 4697, 2
13, 6461, 2
3495, 5309, 2
2959, 5828, 2
3840, 6084, 2
2412, 2529, 2
1987, 6441, 2
3135, 3475, 2
1689, 5033, 2
1467, 4610, 2
2664, 5507, 2
5629, 6385, 2
203, 5366, 2
969, 2629, 2
1397, 5118, 2
2386, 2482, 2
308, 4650, 2
1382, 5964, 2
2558, 5019, 2
1366, 2449, 2
1718, 4302, 2
578, 1667, 2
877, 5360, 2
1734, 6056, 2
179, 5306, 2
875, 2908, 2
274, 3594, 2
3083, 3507, 2
1824, 5092, 2
2553, 5497, 2
508, 3989, 2
1910, 4898, 2
994, 4703, 2
424, 2309, 2
343, 4366, 2
906, 5970, 2
6260, 6313, 2
403, 4353, 2
1118, 5705, 2
2548, 4171, 2
731, 1805, 2
79, 4726, 2
403, 495, 2
1880, 2666, 2
1165, 3233, 2
3502, 5440, 2
2468, 3690, 2
2399, 6022, 2
1192, 2054, 2
501, 650, 2
2573, 5002, 2
3636, 5059, 2
442, 1319, 2
3511, 3694, 2
1337, 5795, 2
1766, 2896, 2
1660, 1715, 2
340, 2544, 2
3950, 6000, 2
558, 582, 2
2197, 5962, 2
4395, 6075, 2
3495, 4959, 2
3852, 5467, 2
6457, 6461, 2
2338, 2942, 2
3379, 5467, 2
4630, 5477, 2
1127, 3961, 2
3189, 3404, 2
1519, 5782, 2
2881, 5776, 2
1821, 5002, 2
1347, 1383, 2
3994, 6362, 2
1883, 2026, 2
2819, 5467, 2
403, 3668, 2
2664, 4478, 2
2971, 4597, 2
1776, 1908, 2
561, 1657, 2
1875, 5467, 2
4018, 5978, 2
3879, 5782, 2
522, 6402, 2
6066, 6068, 2
2370, 4876, 2
1906, 5759, 2
2451, 4366, 2
1214, 4805, 2
3035, 5283, 2
2556, 3694, 2
831, 1397, 2
2423, 6424, 2
705, 2544, 2
1175, 4580, 2
2427, 5716, 2
3801, 5555, 2
4684, 5725, 2
4682, 5573, 2
2882, 2930, 2
2728, 5013, 2
2256, 3682, 2
2248, 5471, 2
1407, 2156, 2
3219, 4935, 2
2041, 6306, 2
533, 4186, 2
4000, 4726, 2
317, 2238, 2
1195, 3905, 2
483, 1319, 2
638, 5493, 2
1538, 6343, 2
290, 3544, 2
4589, 4650, 2
1467, 5776, 2
955, 6082, 2
1974, 5034, 2
2548, 3691, 2
761, 1943, 2
3364, 6375, 2
1407, 3300, 2
2689, 5874, 2
179, 5516, 2
1942, 3196, 2
1063, 2173, 2
855, 2583, 2
325, 3064, 2
2085, 4839, 2
2484, 3777, 2
1465, 4366, 2
2731, 4898, 2
421, 3066, 2
2799, 2831, 2
602, 5978, 2
6460, 6467, 2
70, 533, 2
2040, 2913, 2
3637, 4454, 2
4441, 5973, 2
3188, 6235, 2
644, 3495, 2
2524, 5321, 2
1084, 2960, 2
296, 791, 2
2557, 3124, 2
2184, 5066, 2
426, 4047, 2
1188, 1759, 2
4087, 4318, 2
403, 4074, 2
2484, 4087, 2
2664, 4087, 2
5583, 5838, 2
2603, 4959, 2
3410, 4453, 2
1369, 5884, 2
502, 4125, 2
2907, 3066, 2
3952, 5517, 2
865, 4292, 2
4705, 5354, 2
743, 1557, 2
2083, 3426, 2
4801, 5725, 2
2260, 2728, 2
4626, 4898, 2
2148, 2664, 2
3319, 5691, 2
1054, 5746, 2
1158, 2557, 2
3406, 3961, 2
1127, 3233, 2
1204, 1966, 2
2520, 2642, 2
2613, 3187, 2
332, 1273, 2
759, 2175, 2
3055, 6127, 2
3601, 5768, 2
875, 3368, 2
169, 403, 2
3155, 4653, 2
337, 2489, 2
3604, 4058, 2
3254, 4811, 2
2614, 4454, 2
5082, 5358, 2
1732, 2069, 2
5013, 5979, 2
1805, 4712, 2
568, 1900, 2
5886, 6285, 2
1527, 1892, 2
16, 1535, 2
859, 4508, 2
3836, 5002, 2
2794, 6073, 2
1587, 1962, 2
582, 2069, 2
4200, 4990, 2
4455, 5467, 2
2664, 3839, 2
2650, 3980, 2
1480, 5017, 2
4966, 5692, 2
2885, 5978, 2
1265, 3053, 2
2836, 3601, 2
4183, 5293, 2
2620, 5584, 2
946, 1412, 2
4685, 5477, 2
625, 5736, 2
21, 5077, 2
187, 5557, 2
1125, 4781, 2
1879, 4155, 2
1587, 6021, 2
5243, 5863, 2
361, 3763, 2
4898, 5009, 2
3100, 6066, 2
153, 1851, 2
1486, 4898, 2
1289, 3662, 2
2235, 2971, 2
5236, 5736, 2
409, 2603, 2
779, 1868, 2
1602, 3720, 2
481, 2430, 2
2664, 6275, 2
1887, 2397, 2
66, 5716, 2
66, 2107, 2
970, 1265, 2
4162, 5736, 2
4256, 5553, 2
4023, 5971, 2
2041, 5768, 2
524, 1347, 2
1175, 6148, 2
2669, 3724, 2
768, 3750, 2
2656, 4935, 2
2605, 5543, 2
1818, 6430, 2
6022, 6148, 2
2971, 4274, 2
361, 5610, 2
254, 5555, 2
2544, 3959, 2
5768, 6303, 2
2548, 4125, 2
1369, 3712, 2
3525, 3637, 2
2268, 4024, 2
3682, 3932, 2
4006, 5583, 2
2399, 5960, 2
4959, 5306, 2
1459, 4453, 2
5516, 5770, 2
4274, 6218, 2
2043, 2545, 2
5146, 6010, 2
43, 1535, 2
4593, 4896, 2
1191, 2558, 2
1908, 3100, 2
2406, 3757, 2
1849, 5525, 2
331, 5046, 2
3419, 4441, 2
510, 1602, 2
2912, 5632, 2
602, 5716, 2
2726, 2764, 2
1355, 2476, 2
957, 5584, 2
4871, 5716, 2
3994, 5558, 2
1097, 4599, 2
5762, 6345, 2
1732, 5736, 2
556, 4944, 2
2490, 3765, 2
4802, 5919, 2
1225, 2457, 2
4169, 5593, 2
3363, 6330, 2
2671, 6316, 2
1448, 4908, 2
2931, 5696, 2
403, 524, 2
208, 4650, 2
999, 4155, 2
767, 1080, 2
3084, 3429, 2
1045, 3329, 2
1289, 3936, 2
3576, 4454, 2
5979, 6066, 2
3632, 5716, 2
955, 5943, 2
973, 2490, 2
4229, 5046, 2
3765, 6265, 2
2959, 6229, 2
859, 1994, 2
2426, 6342, 2
2212, 2959, 2
1369, 4741, 2
2248, 5385, 2
1084, 2203, 2
2016, 4345, 2
3008, 5939, 2
323, 1289, 2
4366, 5873, 2
4204, 4366, 2
4460, 4461, 2
1750, 5931, 2
1673, 4839, 2
1831, 5716, 2
1852, 5965, 2
2602, 5004, 2
1265, 2572, 2
1397, 5611, 2
3765, 6003, 2
3066, 3419, 2
4752, 5034, 2
2811, 5450, 2
553, 4256, 2
1881, 4210, 2
3636, 4835, 2
1149, 4395, 2
551, 2397, 2
1383, 5685, 2
3120, 3452, 2
154, 1732, 2
2209, 3949, 2
1913, 6300, 2
411, 2557, 2
5799, 6141, 2
472, 2800, 2
1025, 6230, 2
5419, 6418, 2
15, 5525, 2
1289, 3271, 2
4228, 5388, 2
2272, 5034, 2
522, 2824, 2
3130, 4243, 2
5768, 6432, 2
1425, 3233, 2
1265, 5557, 2
3500, 4726, 2
1310, 5002, 2
3628, 5002, 2
2830, 4132, 2
1587, 3908, 2
2016, 5539, 2
2218, 4110, 2
2084, 4972, 2
2877, 4366, 2
2721, 3994, 2
442, 545, 2
1425, 2069, 2
859, 1232, 2
3837, 6241, 2
4080, 6353, 2
3594, 3624, 2
2399, 4080, 2
3827, 5236, 2
3495, 5556, 2
2000, 4198, 2
3720, 3721, 2
2125, 2958, 2
3868, 4641, 2
148, 5555, 2
2099, 5458, 2
3359, 5716, 2
1260, 4240, 2
4024, 5017, 2
2544, 3758, 2
544, 2292, 2
4074, 5874, 2
1223, 2634, 2
891, 5285, 2
1331, 4480, 2
919, 1177, 2
1622, 3407, 2
3593, 4647, 2
2558, 5388, 2
5985, 6359, 2
3950, 5874, 2
1931, 4988, 2
996, 3066, 2
1423, 1988, 2
3765, 4647, 2
2148, 4109, 2
974, 1911, 2
1265, 2658, 2
3588, 5583, 2
2085, 4312, 2
4970, 5547, 2
5146, 5294, 2
1764, 5652, 2
1152, 4366, 2
3122, 5767, 2
3373, 5297, 2
623, 5958, 2
1913, 3836, 2
453, 5973, 2
744, 1101, 2
337, 6084, 2
2728, 3020, 2
2917, 5432, 2
859, 5615, 2
4709, 5716, 2
3187, 5385, 2
1551, 1957, 2
3797, 4978, 2
3984, 5868, 2
2672, 2728, 2
340, 1475, 2
1828, 4545, 2
3334, 4838, 2
685, 1959, 2
1410, 4441, 2
4704, 5270, 2
3950, 5458, 2
2441, 6306, 2
3506, 6000, 2
133, 3307, 2
2834, 4925, 2
1657, 2273, 2
195, 2652, 2
1691, 3217, 2
2192, 4395, 2
533, 3296, 2
1369, 3918, 2
1115, 5502, 2
942, 4366, 2
2016, 5012, 2
1442, 2584, 2
3387, 5412, 2
331, 1715, 2
791, 6218, 2
2811, 5030, 2
2650, 3590, 2
1433, 1871, 2
4486, 4731, 2
3801, 5306, 2
396, 1365, 2
1191, 3925, 2
3419, 4430, 2
1959, 5043, 2
2449, 6051, 2
481, 5387, 2
3271, 3956, 2
1177, 3620, 2
1397, 3047, 2
2811, 5716, 2
2108, 4360, 2
1620, 6141, 2
2811, 4427, 2
1929, 5485, 2
1100, 3329, 2
2397, 6051, 2
1289, 5491, 2
4054, 5705, 2
4924, 6061, 2
1569, 4080, 2
5002, 6402, 2
1875, 1948, 2
5776, 5931, 2
4088, 5199, 2
2455, 2842, 2
2399, 4520, 2
4747, 5204, 2
2494, 6229, 2
5524, 5535, 2
1504, 5716, 2
1805, 2549, 2
3045, 4118, 2
859, 6238, 2
94, 2016, 2
1397, 4132, 2
2708, 5484, 2
2548, 2639, 2
2447, 5516, 2
2607, 3231, 2
1527, 2658, 2
3305, 3805, 2
1518, 5978, 2
923, 5280, 2
147, 3506, 2
710, 2134, 2
1347, 2041, 2
1857, 2521, 2
4383, 4705, 2
4711, 5498, 2
100, 3554, 2
4304, 6353, 2
1347, 4259, 2
3333, 4783, 2
649, 2014, 2
3266, 3394, 2
10, 128, 2
4918, 5041, 2
3072, 5954, 2
714, 2540, 2
386, 2342, 2
2354, 5506, 2
1689, 4453, 2
5506, 6313, 2
1750, 1831, 2
2689, 5613, 2
1165, 1657, 2
3994, 5446, 2
94, 2709, 2
4935, 5159, 2
